x_mm,y_mm,z_mm,sensor_id
-55.7022,-67.2236,40.0349,sensor_2
-57.5620,-62.8565,40.3914,sensor_2
-60.0091,-58.1558,39.9151,sensor_2
-62.5576,-54.3598,39.8423,sensor_2
-64.4287,-49.1095,39.8673,sensor_2
-67.0778,-45.2923,40.3630,sensor_2
-69.1229,-40.8344,40.1654,sensor_2
-71.9053,-36.1578,39.8842,sensor_2
-73.7490,-32.1589,40.2521,sensor_2
-75.3667,-27.7649,39.9428,sensor_2
-78.0091,-22.0239,39.7503,sensor_2
-80.8510,-18.3809,40.6226,sensor_2
-82.7555,-13.8292,40.5369,sensor_2
-85.8169,-10.2468,40.2255,sensor_2
-87.0423,-5.5117,40.0857,sensor_2
-89.5755,-0.4811,39.6112,sensor_2
-92.0228,3.5812,39.9182,sensor_2
-94.2131,8.9549,40.1253,sensor_2
-44.8409,-78.3305,40.4139,sensor_2
-46.4449,-73.6348,39.8877,sensor_2
-48.5630,-69.9052,40.1822,sensor_2
-51.5806,-64.6508,39.3568,sensor_2
-54.1150,-60.4691,39.8380,sensor_2
-55.5849,-56.0510,39.8902,sensor_2
-58.2133,-51.6737,40.0247,sensor_2
-59.9888,-46.5814,39.6362,sensor_2
-62.4115,-42.6384,39.7395,sensor_2
-67.4057,-34.1330,40.2820,sensor_2
-69.3422,-29.2546,39.6364,sensor_2
-71.3553,-25.2618,39.5976,sensor_2
-73.7450,-20.5455,40.4290,sensor_2
-76.6385,-15.9265,40.4785,sensor_2
-77.8364,-11.7919,39.6553,sensor_2
-80.7729,-7.0911,39.9680,sensor_2
-82.7397,-2.5292,39.5159,sensor_2
-85.5401,1.2706,39.4181,sensor_2
-89.7107,10.7328,40.8090,sensor_2
-39.6295,-76.2035,40.4094,sensor_2
-42.3545,-71.6328,40.2496,sensor_2
-44.0785,-67.1546,39.7748,sensor_2
-47.0765,-62.8996,39.6862,sensor_2
-48.6535,-58.4385,40.1016,sensor_2
-51.7483,-53.5853,39.5940,sensor_2
-54.0013,-49.9734,39.6746,sensor_2
-55.3074,-44.7685,39.4789,sensor_2
-57.9495,-40.6071,39.3374,sensor_2
-60.6061,-36.8455,39.5879,sensor_2
-63.4715,-31.9447,39.5641,sensor_2
-65.0764,-27.4997,40.3148,sensor_2
-67.1853,-22.6628,40.1707,sensor_2
-69.0073,-18.0503,39.7014,sensor_2
-71.9938,-14.1183,39.7305,sensor_2
-73.8685,-9.4150,40.2928,sensor_2
-76.1772,-4.2867,40.2691,sensor_2
-78.5829,-0.1658,38.8699,sensor_2
-80.1866,4.1283,40.0422,sensor_2
-83.5533,9.3388,39.8088,sensor_2
-85.2714,13.2941,39.8305,sensor_2
-35.6707,-73.7040,39.5369,sensor_2
-37.3700,-69.4355,40.3035,sensor_2
-40.3395,-64.5838,40.0051,sensor_2
-41.4691,-60.8079,40.5647,sensor_2
-44.1939,-55.8372,39.6395,sensor_2
-46.5159,-51.4248,39.6025,sensor_2
-49.3999,-47.4863,40.4234,sensor_2
-51.1996,-42.4192,40.0034,sensor_2
-53.4839,-38.2200,39.7529,sensor_2
-55.3585,-33.7825,39.9804,sensor_2
-58.5609,-29.2789,39.6583,sensor_2
-60.5148,-24.5634,39.5091,sensor_2
-62.6770,-20.2544,40.3121,sensor_2
-65.0609,-15.9101,40.0022,sensor_2
-67.5493,-12.3351,39.2101,sensor_2
-69.2007,-7.0777,39.4204,sensor_2
-71.9143,-2.8024,39.7717,sensor_2
-73.9661,2.5852,39.6201,sensor_2
-76.1740,5.9752,39.6749,sensor_2
-78.8102,10.6232,39.7020,sensor_2
-80.6403,15.2368,39.5803,sensor_2
-30.2253,-72.0883,40.0269,sensor_2
-32.4055,-67.4701,40.3739,sensor_2
-34.9434,-62.6389,39.2387,sensor_2
-37.2131,-58.2719,39.7041,sensor_2
-39.5346,-54.1091,40.2804,sensor_2
-42.4570,-49.2032,39.5148,sensor_2
-44.6725,-45.2673,39.6452,sensor_2
-46.7341,-40.5460,39.9669,sensor_2
-48.6122,-36.0708,39.2347,sensor_2
-51.4437,-31.5461,40.2638,sensor_2
-53.2411,-26.7800,39.8184,sensor_2
-55.6499,-23.1803,40.3618,sensor_2
-57.9939,-18.0281,39.7642,sensor_2
-60.4006,-13.9937,40.1022,sensor_2
-63.1653,-8.9523,40.0942,sensor_2
-64.2365,-4.8583,39.8665,sensor_2
-67.1612,-0.3763,39.8614,sensor_2
-69.8945,3.6703,39.6973,sensor_2
-71.8741,8.0965,39.4848,sensor_2
-74.1416,13.2407,39.8316,sensor_2
-76.0677,17.7783,40.1745,sensor_2
-26.6066,-69.5446,39.2334,sensor_2
-28.9701,-64.7776,39.5112,sensor_2
-30.5120,-59.9773,39.7681,sensor_2
-32.9361,-56.5414,39.5251,sensor_2
-35.6688,-51.5766,39.8335,sensor_2
-38.1138,-46.4220,40.0040,sensor_2
-39.9732,-42.4262,39.9627,sensor_2
-42.4282,-38.4135,39.3148,sensor_2
-44.0814,-34.0887,39.3056,sensor_2
-47.1741,-29.8771,40.6126,sensor_2
-49.0249,-24.3460,40.4197,sensor_2
-51.2221,-20.1898,39.6418,sensor_2
-53.7254,-16.1553,39.9152,sensor_2
-56.2151,-11.0318,40.1731,sensor_2
-58.2732,-7.6264,40.1446,sensor_2
-60.1892,-2.5987,39.4496,sensor_2
-62.6206,2.2560,39.2152,sensor_2
-64.8427,5.6873,39.9282,sensor_2
-66.6912,10.8235,40.0715,sensor_2
-69.6997,15.2434,40.7390,sensor_2
-71.3787,19.5887,39.7640,sensor_2
-21.9943,-66.3467,39.9745,sensor_2
-23.8737,-62.8048,39.4459,sensor_2
-26.0682,-58.2470,39.6203,sensor_2
-29.0578,-54.0042,39.6835,sensor_2
-31.6299,-48.8813,40.0363,sensor_2
-33.0028,-44.9774,40.0237,sensor_2
-35.5610,-39.9810,40.1905,sensor_2
-37.7627,-36.1760,39.4719,sensor_2
-40.4454,-31.7154,39.7080,sensor_2
-42.8708,-26.4431,39.9961,sensor_2
-45.4184,-22.9684,39.4228,sensor_2
-46.8854,-17.7448,39.5489,sensor_2
-49.0199,-13.7678,40.3089,sensor_2
-51.0244,-9.1038,40.1554,sensor_2
-53.7812,-4.8922,39.4865,sensor_2
-55.9338,-0.3293,39.7636,sensor_2
-58.3472,4.0848,39.5312,sensor_2
-60.7776,9.0114,39.8172,sensor_2
-62.3643,12.6511,39.4192,sensor_2
-65.0847,17.7911,39.6671,sensor_2
-67.1780,22.3020,40.2808,sensor_2
-17.5851,-64.8781,39.3145,sensor_2
-19.8076,-60.3053,40.4010,sensor_2
-22.5365,-56.2499,39.5450,sensor_2
-24.0372,-52.3913,39.5164,sensor_2
-25.8951,-46.8071,39.4292,sensor_2
-28.9168,-42.2850,40.0950,sensor_2
-31.2439,-38.4103,40.1947,sensor_2
-33.4377,-33.3880,40.0407,sensor_2
-35.8706,-28.7094,39.7235,sensor_2
-37.8229,-24.9884,39.8185,sensor_2
-40.3336,-20.5434,39.9841,sensor_2
-42.0519,-15.1971,40.4076,sensor_2
-44.8461,-10.8844,40.0481,sensor_2
-46.4200,-7.3894,40.4238,sensor_2
-49.5365,-2.0806,39.7354,sensor_2
-51.2727,1.8662,39.2363,sensor_2
-54.2067,6.3356,39.9085,sensor_2
-56.9253,10.4528,39.6420,sensor_2
-58.4796,15.4086,39.6104,sensor_2
-61.2101,19.8925,39.7829,sensor_2
-62.6315,24.0553,40.1276,sensor_2
-13.4048,-62.4954,39.9318,sensor_2
-15.2021,-58.4641,39.8571,sensor_2
-17.9297,-53.7364,40.1194,sensor_2
-18.8484,-49.2124,40.1521,sensor_2
-22.1305,-44.3699,40.0631,sensor_2
-24.0720,-40.1892,40.7459,sensor_2
-26.2248,-36.4590,40.0061,sensor_2
-28.9523,-32.1807,39.5975,sensor_2
-31.4117,-27.2075,39.9465,sensor_2
-34.1510,-22.2309,40.1737,sensor_2
-35.6650,-18.1545,39.9030,sensor_2
-38.2225,-13.1803,40.0793,sensor_2
-39.6275,-9.2573,40.4119,sensor_2
-42.8012,-4.7328,39.5347,sensor_2
-44.6842,-0.2386,40.1202,sensor_2
-46.6141,4.2178,40.0356,sensor_2
-49.0919,8.6719,39.7097,sensor_2
-51.5522,13.3246,40.1763,sensor_2
-53.6553,17.3680,40.0585,sensor_2
-55.7851,21.8950,40.0298,sensor_2
-58.7049,26.5718,40.5121,sensor_2
-8.5725,-60.6567,40.0238,sensor_2
-10.8275,-55.4708,39.4207,sensor_2
-13.4947,-51.4348,39.3572,sensor_2
-15.0442,-47.6631,39.6111,sensor_2
-18.2313,-42.7274,40.1838,sensor_2
-19.7715,-37.7171,40.1144,sensor_2
-22.9661,-33.4813,39.2549,sensor_2
-24.6993,-29.2699,39.7118,sensor_2
-26.6201,-24.9610,40.5103,sensor_2
-28.8527,-19.8077,40.1689,sensor_2
-31.0191,-15.7818,40.5919,sensor_2
-33.9717,-11.1499,39.9042,sensor_2
-35.9508,-6.7451,39.6399,sensor_2
-37.8373,-2.1262,39.9372,sensor_2
-40.1533,1.6890,39.2685,sensor_2
-42.8855,6.4254,40.7773,sensor_2
-45.0320,11.3255,40.1996,sensor_2
-46.4819,15.4595,40.1323,sensor_2
-49.5597,19.5704,39.5508,sensor_2
-52.0366,24.8297,40.0032,sensor_2
-54.0856,28.7900,39.7053,sensor_2
-4.1893,-58.0610,40.1317,sensor_2
-6.1279,-54.1652,39.9846,sensor_2
-8.2352,-49.4946,39.8155,sensor_2
-10.9281,-44.2957,40.1125,sensor_2
-13.3339,-40.0511,40.2668,sensor_2
-15.3902,-35.1200,40.0518,sensor_2
-18.1649,-31.5910,39.8566,sensor_2
-20.1392,-26.6434,40.0279,sensor_2
-21.7355,-22.1215,40.4245,sensor_2
-24.8736,-18.1003,40.1441,sensor_2
-26.8436,-13.2754,39.9923,sensor_2
-29.3630,-8.4432,40.3048,sensor_2
-31.9597,-4.8008,39.9131,sensor_2
-33.4469,-0.1546,39.4283,sensor_2
-35.6636,4.2533,40.3268,sensor_2
-38.1183,9.1319,40.1984,sensor_2
-40.1847,13.0586,40.2664,sensor_2
-42.6921,17.2555,39.7685,sensor_2
-45.1512,22.3114,40.1466,sensor_2
-47.6928,26.8563,39.8845,sensor_2
-49.9418,31.3495,39.6413,sensor_2
-0.1352,-55.5079,40.2223,sensor_2
-2.2183,-50.9476,40.2585,sensor_2
-4.4386,-46.1635,39.8880,sensor_2
-6.4482,-43.2402,40.1309,sensor_2
-9.0130,-37.7971,39.3114,sensor_2
-10.6623,-32.9868,40.5694,sensor_2
-14.3678,-28.8350,40.0303,sensor_2
-16.6609,-24.8404,39.8809,sensor_2
-17.3776,-20.4200,39.9832,sensor_2
-20.1637,-15.5454,39.7728,sensor_2
-22.1012,-10.8778,39.4370,sensor_2
-24.2908,-7.0230,39.8172,sensor_2
-26.5589,-2.2718,40.1147,sensor_2
-28.9454,2.3588,39.7265,sensor_2
-31.8227,6.8434,40.1800,sensor_2
-33.6347,10.9950,40.2151,sensor_2
-36.0382,15.0385,40.0146,sensor_2
-38.1222,20.2426,39.6054,sensor_2
-40.8297,24.5439,39.7617,sensor_2
-42.8601,29.2114,40.0561,sensor_2
-44.4688,33.4414,40.5166,sensor_2
5.1211,-52.6010,39.9274,sensor_2
2.4518,-48.5769,39.7437,sensor_2
0.0517,-44.4896,40.0562,sensor_2
-2.5440,-40.0304,39.8183,sensor_2
-4.3329,-35.6014,39.8612,sensor_2
-6.2186,-31.0367,39.8639,sensor_2
-8.8342,-26.3880,40.2040,sensor_2
-10.6884,-22.3415,39.9798,sensor_2
-12.6978,-17.8504,40.5177,sensor_2
-15.3732,-13.5304,39.4475,sensor_2
-17.7150,-9.1706,39.6882,sensor_2
-20.8071,-4.0572,39.9708,sensor_2
-22.4659,0.1229,40.0202,sensor_2
-26.9811,9.0758,39.8402,sensor_2
-30.1812,13.6082,40.0841,sensor_2
-31.5454,18.3590,39.4513,sensor_2
-34.8293,22.7792,40.0806,sensor_2
-36.6642,26.5754,40.1518,sensor_2
-38.7848,31.3650,40.6727,sensor_2
-40.1500,35.6164,40.0489,sensor_2
8.8915,-51.1576,39.8212,sensor_2
6.6056,-47.2153,40.6074,sensor_2
4.7111,-42.6488,39.7901,sensor_2
0.6579,-32.8204,39.7229,sensor_2
-2.0609,-28.6190,39.8160,sensor_2
-4.8074,-24.8125,39.9400,sensor_2
-6.9373,-20.4689,39.8542,sensor_2
-8.6153,-15.3266,39.8566,sensor_2
-10.5462,-11.3820,39.9097,sensor_2
-13.9537,-6.3838,39.8922,sensor_2
-16.3338,-2.4870,40.5595,sensor_2
-17.7688,2.2939,40.2354,sensor_2
-20.8450,6.4228,39.4741,sensor_2
-22.8477,11.0319,40.1184,sensor_2
-24.4807,15.9597,40.8669,sensor_2
-27.2722,20.0677,40.1105,sensor_2
-29.6587,24.4292,40.0755,sensor_2
-31.9480,29.1472,40.3588,sensor_2
-34.2991,32.6448,39.9617,sensor_2
-36.5436,37.9531,39.7762,sensor_2
13.7773,-48.5450,40.2159,sensor_2
11.2769,-44.8900,39.0682,sensor_2
8.3751,-40.3062,39.9633,sensor_2
6.6236,-35.7843,39.3720,sensor_2
4.0126,-31.7240,40.1401,sensor_2
-0.6451,-21.9829,39.6070,sensor_2
-2.0443,-17.6835,40.1793,sensor_2
-4.0912,-13.5874,39.5762,sensor_2
-6.9300,-9.1322,40.1399,sensor_2
-9.0903,-4.4098,40.0522,sensor_2
-11.4875,0.4232,39.2661,sensor_2
-13.5137,4.6685,39.6372,sensor_2
-16.1072,9.2629,39.7920,sensor_2
-18.8057,12.9330,40.2526,sensor_2
-20.7146,18.3128,40.3779,sensor_2
-22.7486,22.5003,39.6130,sensor_2
-25.0895,26.5225,40.1052,sensor_2
-27.6663,31.1744,39.9169,sensor_2
-29.3102,34.9357,39.2763,sensor_2
-32.0672,40.0510,39.9468,sensor_2
18.1595,-46.0003,40.1254,sensor_2
16.0265,-42.4178,40.1696,sensor_2
13.7920,-37.5601,39.8573,sensor_2
11.4980,-32.8084,39.6190,sensor_2
8.2594,-28.5990,40.1510,sensor_2
6.6601,-24.5838,40.8544,sensor_2
4.3086,-20.3987,39.7293,sensor_2
2.3745,-15.7325,39.7597,sensor_2
-2.2340,-6.7594,39.9390,sensor_2
-4.6250,-2.5248,39.9194,sensor_2
-7.2842,2.6235,39.5700,sensor_2
-9.2337,6.1222,39.7387,sensor_2
-11.8553,11.7277,39.8516,sensor_2
-13.5099,15.0560,39.4628,sensor_2
-16.0205,19.6470,40.2896,sensor_2
-18.3718,24.6249,39.9978,sensor_2
-20.5543,29.2963,39.6588,sensor_2
-22.6456,33.8976,39.9658,sensor_2
-24.9995,37.8220,39.9118,sensor_2
-27.0791,42.3072,39.3095,sensor_2
22.5978,-44.4906,40.0537,sensor_2
20.2848,-39.4399,39.4756,sensor_2
17.6656,-35.3036,39.5358,sensor_2
15.8432,-31.0799,39.2131,sensor_2
13.6907,-26.1468,39.9621,sensor_2
10.7077,-21.8930,39.5318,sensor_2
8.8785,-17.5674,39.6218,sensor_2
6.0673,-13.3040,39.8751,sensor_2
4.0860,-9.0687,40.1443,sensor_2
2.0784,-4.5069,39.6847,sensor_2
-0.1026,0.1414,39.8300,sensor_2
-2.9077,4.4367,39.6736,sensor_2
-4.6783,9.4145,40.2141,sensor_2
-6.7515,13.5118,39.7778,sensor_2
-9.1266,17.7658,39.7718,sensor_2
-11.7989,22.3648,39.8617,sensor_2
-13.1527,27.0270,39.7592,sensor_2
-15.7873,31.1321,40.2325,sensor_2
-18.0565,36.7344,39.5189,sensor_2
-20.6167,40.1641,39.9889,sensor_2
-22.6194,44.3266,39.6414,sensor_2
27.0953,-41.8434,39.5069,sensor_2
24.1958,-37.3290,40.1740,sensor_2
22.8212,-33.5919,39.8202,sensor_2
20.2596,-28.6579,39.8475,sensor_2
17.8958,-24.0096,39.7409,sensor_2
15.4575,-20.0428,39.7154,sensor_2
13.4172,-15.5128,39.7398,sensor_2
9.3132,-6.4303,39.7743,sensor_2
6.9893,-2.2627,39.8876,sensor_2
4.2616,2.1846,39.7588,sensor_2
2.0514,6.3508,39.7570,sensor_2
-0.1629,11.3807,39.9881,sensor_2
-1.7307,15.9664,39.8399,sensor_2
-7.0975,24.6523,40.0338,sensor_2
-9.4262,29.6130,39.5182,sensor_2
-11.3855,33.7312,39.5054,sensor_2
-13.6567,38.2037,39.6739,sensor_2
-15.3636,42.7102,39.7777,sensor_2
-18.5665,46.6796,39.9737,sensor_2
31.4676,-40.3738,39.5406,sensor_2
28.9388,-35.5823,39.7667,sensor_2
26.6845,-30.7796,40.2032,sensor_2
22.3917,-22.8142,39.8348,sensor_2
20.2835,-17.6551,39.9776,sensor_2
17.8610,-13.6700,39.0448,sensor_2
15.7635,-8.8920,40.0247,sensor_2
13.1855,-4.3201,40.3421,sensor_2
10.6182,0.1880,39.5230,sensor_2
8.7703,4.8047,40.1031,sensor_2
6.5266,8.6426,39.9677,sensor_2
4.5034,13.8872,40.5983,sensor_2
2.1237,17.6729,39.7137,sensor_2
-0.3050,22.8145,39.5068,sensor_2
-2.2996,27.1381,39.5975,sensor_2
-4.6711,31.1228,39.8852,sensor_2
-7.2437,35.9103,39.4945,sensor_2
-9.2382,39.5653,39.7515,sensor_2
-11.8708,45.2654,40.0649,sensor_2
-14.1147,48.9000,39.8980,sensor_2
35.6921,-36.8915,38.9648,sensor_2
33.6529,-33.9950,40.2313,sensor_2
28.8245,-23.7359,39.7056,sensor_2
27.1810,-19.7462,40.2794,sensor_2
24.5592,-16.3462,39.6462,sensor_2
21.7641,-10.5893,40.0653,sensor_2
20.0138,-6.2975,39.9522,sensor_2
17.5520,-1.3439,39.9663,sensor_2
15.4076,1.9743,39.6804,sensor_2
13.2059,6.8574,39.7285,sensor_2
10.9151,10.9984,39.8896,sensor_2
8.1480,15.5408,39.6414,sensor_2
6.6810,20.4444,39.9117,sensor_2
3.7398,24.6041,40.1530,sensor_2
2.2687,28.7020,39.7438,sensor_2
-0.3817,33.7635,39.8900,sensor_2
-2.4650,37.6217,40.4052,sensor_2
-5.3377,42.5774,40.0616,sensor_2
-6.8385,47.3141,40.1785,sensor_2
-9.0707,51.4183,40.1385,sensor_2
40.8717,-35.6135,39.4234,sensor_2
37.7546,-30.4352,40.3037,sensor_2
35.7007,-26.3687,40.0483,sensor_2
33.9003,-22.6221,39.7046,sensor_2
31.1940,-17.4329,39.9166,sensor_2
28.9057,-12.9871,39.0340,sensor_2
27.7679,-8.3538,40.1876,sensor_2
24.2528,-4.0342,40.5786,sensor_2
22.8101,0.3077,39.4786,sensor_2
19.9874,4.6376,40.1781,sensor_2
17.2360,9.1303,39.9838,sensor_2
15.2376,14.0013,39.5138,sensor_2
12.7109,17.9864,40.1715,sensor_2
10.7528,22.3608,40.1635,sensor_2
8.6593,26.8376,39.9354,sensor_2
6.2344,31.6730,39.9419,sensor_2
3.7770,35.7640,39.7551,sensor_2
1.8987,40.5048,39.6155,sensor_2
-0.5591,44.9374,40.2617,sensor_2
-2.6817,49.9426,39.9024,sensor_2
-4.7893,53.6346,39.5605,sensor_2
44.8541,-32.9250,40.0022,sensor_2
42.5972,-28.7432,39.6190,sensor_2
40.1777,-24.0199,40.2138,sensor_2
36.9059,-19.5176,40.2564,sensor_2
36.1619,-15.1387,40.1181,sensor_2
33.3194,-10.8414,40.0700,sensor_2
30.8311,-6.6220,39.9596,sensor_2
28.4812,-1.8842,39.3959,sensor_2
26.7239,2.5626,39.7049,sensor_2
24.0726,6.8381,39.1422,sensor_2
21.9855,11.5029,40.2976,sensor_2
19.6780,15.8595,40.3595,sensor_2
18.1612,20.2097,40.2449,sensor_2
15.7033,25.0014,39.5625,sensor_2
12.7228,29.4770,40.6762,sensor_2
10.7087,34.2646,40.5294,sensor_2
8.0797,37.9923,40.4004,sensor_2
6.5565,42.8327,39.8896,sensor_2
4.1705,46.8914,40.7339,sensor_2
1.3019,50.9550,39.9434,sensor_2
-0.0959,55.8483,39.8754,sensor_2
48.9301,-30.8421,39.5519,sensor_2
46.6663,-26.8571,39.7092,sensor_2
45.3589,-21.9268,39.9581,sensor_2
43.2142,-17.6652,39.5580,sensor_2
40.3687,-13.4111,40.0052,sensor_2
38.3119,-8.9054,39.7181,sensor_2
36.2243,-4.4435,39.6642,sensor_2
33.4633,0.2615,39.6066,sensor_2
31.6515,4.6272,40.0047,sensor_2
28.7050,9.2006,39.4310,sensor_2
26.8852,13.5882,40.3224,sensor_2
21.6415,22.4801,40.0542,sensor_2
19.8005,26.8770,39.8473,sensor_2
17.0567,31.5715,39.0006,sensor_2
15.2818,36.4647,40.1940,sensor_2
13.2403,40.3216,40.0582,sensor_2
10.5482,44.8875,39.8593,sensor_2
7.2797,49.6845,40.0464,sensor_2
6.4274,53.5079,40.1267,sensor_2
4.0359,57.5309,39.2991,sensor_2
53.7455,-28.7713,39.8875,sensor_2
51.2423,-23.5886,39.2531,sensor_2
48.7287,-19.9665,39.4331,sensor_2
46.7231,-15.1929,39.4414,sensor_2
44.7710,-10.2850,40.2621,sensor_2
43.0545,-5.8896,39.8833,sensor_2
40.7091,-1.5786,40.5262,sensor_2
37.7745,1.9306,39.5013,sensor_2
35.6304,7.2796,39.8259,sensor_2
31.3678,15.6177,39.6586,sensor_2
29.0941,20.4784,39.9287,sensor_2
26.9663,25.2857,39.6290,sensor_2
24.2901,28.7981,39.8932,sensor_2
22.0846,33.2431,40.4238,sensor_2
20.3570,38.4500,40.2099,sensor_2
17.9199,42.6801,40.2498,sensor_2
15.2741,46.6782,39.5951,sensor_2
12.6841,52.0103,39.9330,sensor_2
10.9381,55.9459,39.4695,sensor_2
9.0315,61.4784,40.0295,sensor_2
58.1233,-25.8699,39.5272,sensor_2
55.8500,-22.2986,40.0633,sensor_2
53.7339,-17.4956,39.6813,sensor_2
50.8687,-13.1836,40.3153,sensor_2
48.9918,-8.0253,39.6086,sensor_2
46.8133,-4.1498,39.8129,sensor_2
44.8303,-0.2318,40.1504,sensor_2
42.5349,4.9161,39.9265,sensor_2
39.9565,9.6036,39.9203,sensor_2
37.4755,13.8765,40.2222,sensor_2
33.3459,22.7454,39.9698,sensor_2
30.7844,27.0354,39.2667,sensor_2
28.6195,31.9770,39.7698,sensor_2
26.1066,36.4023,39.9560,sensor_2
24.1890,40.7141,40.1357,sensor_2
21.8570,44.7312,40.4854,sensor_2
19.6205,49.2065,39.9630,sensor_2
17.7316,53.4458,40.3404,sensor_2
15.0162,59.0450,40.1246,sensor_2
12.7564,63.2514,40.3276,sensor_2
62.5286,-23.9214,39.7285,sensor_2
60.6835,-20.0152,39.8422,sensor_2
57.3933,-14.8920,39.1561,sensor_2
55.4825,-10.5459,39.7835,sensor_2
51.1479,-2.0473,39.7451,sensor_2
48.4406,2.8385,40.1704,sensor_2
47.0113,7.1735,40.3097,sensor_2
44.6412,11.9607,40.0327,sensor_2
42.2279,15.8425,39.0230,sensor_2
40.1618,20.5127,40.5644,sensor_2
37.0154,25.2869,39.5850,sensor_2
35.4058,29.1660,40.0180,sensor_2
33.1269,34.2087,39.9505,sensor_2
31.0266,38.7968,40.0745,sensor_2
28.5527,43.2396,39.8642,sensor_2
26.4635,47.1747,39.6811,sensor_2
20.7874,56.4234,39.5178,sensor_2
19.7626,61.2481,39.4632,sensor_2
17.5405,65.0699,40.0537,sensor_2
66.7041,-21.7183,39.9546,sensor_2
65.3087,-16.5592,40.0075,sensor_2
62.4413,-12.0791,39.8678,sensor_2
60.2745,-8.3286,40.0584,sensor_2
55.9899,0.3565,39.8670,sensor_2
54.1098,5.5367,40.0523,sensor_2
51.3054,9.3820,40.2458,sensor_2
48.7731,13.9554,39.7528,sensor_2
46.4675,18.3823,39.9066,sensor_2
44.2126,22.8031,39.9278,sensor_2
41.9795,27.0620,39.8596,sensor_2
40.0991,32.1033,39.9673,sensor_2
37.5061,36.1801,40.5414,sensor_2
35.6304,40.3288,39.8883,sensor_2
32.8800,44.9791,39.3454,sensor_2
30.7956,49.1038,39.7100,sensor_2
29.0213,54.3430,39.6168,sensor_2
25.9026,58.1623,39.2785,sensor_2
23.6503,62.8310,39.5575,sensor_2
21.9585,67.3588,39.7291,sensor_2
72.1436,-19.2188,39.9295,sensor_2
69.9068,-14.5619,39.6714,sensor_2
67.1291,-10.6903,39.4277,sensor_2
65.3840,-5.5893,39.4828,sensor_2
62.6455,-2.1817,40.2646,sensor_2
60.1939,2.7237,40.3262,sensor_2
57.9449,7.1893,40.2114,sensor_2
55.5704,12.0225,39.9072,sensor_2
53.6779,16.3957,40.1709,sensor_2
50.7952,21.2706,39.8525,sensor_2
49.4516,24.8964,39.8151,sensor_2
46.5041,29.9387,39.7637,sensor_2
44.4617,33.4808,39.7459,sensor_2
42.1274,38.4250,39.2779,sensor_2
39.9503,42.5920,40.5580,sensor_2
37.4482,48.1306,40.1300,sensor_2
35.3972,51.6651,39.8675,sensor_2
33.1249,55.6262,40.2418,sensor_2
30.3084,60.6495,38.9858,sensor_2
28.5856,65.4430,40.0022,sensor_2
26.2712,69.5211,39.9579,sensor_2
76.4242,-17.3279,40.0760,sensor_2
73.9920,-12.8086,39.9868,sensor_2
71.5503,-8.4415,40.7282,sensor_2
69.0602,-3.2410,40.2679,sensor_2
66.2488,0.7206,40.2552,sensor_2
64.9424,4.7849,39.9940,sensor_2
61.9909,9.1939,39.8252,sensor_2
60.1903,14.5443,40.0274,sensor_2
58.2155,18.0489,39.5143,sensor_2
55.4218,23.5044,39.4522,sensor_2
52.7797,27.3396,40.3094,sensor_2
50.4932,31.7344,39.4451,sensor_2
49.2678,36.5100,39.9985,sensor_2
46.4898,40.6499,39.9522,sensor_2
44.0158,44.8847,39.5275,sensor_2
41.9698,49.3691,40.2021,sensor_2
38.9809,54.2875,40.0863,sensor_2
37.8391,58.4636,39.3939,sensor_2
34.8411,63.3894,39.8007,sensor_2
32.7448,67.2601,39.8822,sensor_2
30.5375,71.3838,39.7007,sensor_2
80.8118,-14.4239,39.8624,sensor_2
78.0231,-10.0002,39.8436,sensor_2
75.5280,-6.0500,40.1404,sensor_2
74.1895,-1.7180,40.0874,sensor_2
71.2763,3.2912,39.9915,sensor_2
69.2080,7.0228,39.7947,sensor_2
66.7383,10.5864,40.1950,sensor_2
64.5752,16.1967,39.7803,sensor_2
62.3173,20.8047,39.4581,sensor_2
60.0810,25.2161,39.9125,sensor_2
57.2625,29.5848,39.4661,sensor_2
55.6172,34.5355,40.1994,sensor_2
53.1128,38.3581,39.7102,sensor_2
51.0773,42.7707,39.7205,sensor_2
47.8348,47.1628,39.6359,sensor_2
46.2348,52.3205,39.4406,sensor_2
43.6957,56.5665,39.5682,sensor_2
41.8224,60.8761,39.9076,sensor_2
39.3438,65.5846,40.4123,sensor_2
36.9964,69.6343,40.2221,sensor_2
34.9974,73.8413,39.7559,sensor_2
85.2052,-12.9877,39.9885,sensor_2
82.7820,-8.4157,40.0944,sensor_2
80.6090,-3.3994,40.2193,sensor_2
77.6052,1.0205,40.1001,sensor_2
76.1746,4.8822,40.2095,sensor_2
71.0375,13.7365,40.0373,sensor_2
68.8272,18.6594,39.8190,sensor_2
66.8589,23.2690,39.8913,sensor_2
64.7883,27.7349,39.6183,sensor_2
62.5138,32.1122,39.9486,sensor_2
60.3332,36.9196,40.1612,sensor_2
57.1855,40.9638,39.8588,sensor_2
55.3228,45.3852,39.7928,sensor_2
53.6984,49.8170,39.9106,sensor_2
51.1409,54.4506,40.3058,sensor_2
48.8204,58.6222,39.9509,sensor_2
45.6032,62.5915,40.2575,sensor_2
43.9550,68.1596,40.5164,sensor_2
41.3714,72.1051,40.8848,sensor_2
39.2591,76.5890,39.8274,sensor_2
89.2987,-10.4702,39.8996,sensor_2
87.3694,-6.1931,40.0769,sensor_2
